Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
,,,"Tubería de distribución de agua fría y caliente de climatización formada por tubo de polietileno reticulado (PE-Xa), con barrera de oxígeno (EVOH), de 40 mm de diámetro exterior y 3,7 mm de espesor, PN=6 atm, suministrado en rollos, colocado superficialmente en el exterior del edificio, con aislamiento mediante coquilla de lana de vidrio protegida con emulsión asfáltica recubierta con pintura protectora para aislamiento de color blanco. Incluso material auxiliar para montaje y sujeción a la obra, accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación de tuberías, accesorios y piezas especiales. Colocación del aislamiento. Aplicación del revestimiento superficial del aislamiento. Realización de pruebas de servicio.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta baja,1.0000000000,2.990,0.000,0.000,2.990,,,
,,,,,,,,,Total 07.03.21,2.990,0.00,0.00
,,,,,,,,,,,,
07.03.22,Partida,Ud,"Equipo aire-agua, bomba de calor aerotérmica, para producción de A.C.S., calefacción y refrigeración.",,,,,,,1.000,0.00,0.00
,,,"Equipo aire-agua, bomba de calor aerotérmica, para producción de A.C.S., calefacción y refrigeración, modelo Pack Genia Set Max 12 ""SAUNIER DUVAL"", para gas R-290, alimentación monofásica a 230 V, potencia calorífica 14 kW (temperatura seca de entrada del aire 7°C, temperatura de salida del agua 35°C, salto térmico 5°C), potencia frigorífica 10 kW (temperatura seca de entrada del aire 35°C, temperatura de salida del agua 7°C, salto térmico 5°C), COP 5,38, EER 3,52, SCOP 6,48, SEER 4,61, clase de eficiencia energética A+++, formado por: bomba de calor reversible Genia Air Max HA 12-6 O B3 230V, potencia sonora 58 dBA, dimensiones 1565x1100x450 mm, peso 194 kg, comunicación a dos hilos a través del protocolo Ebus; interacumulador de A.C.S. FW 200-6 de 185 litros de capacidad, perfil de consumo XL, clase de eficiencia energética en A.C.S. A+, potencia sonora 30 dBA, dimensiones 1880x595x693 mm, peso 143 kg, con intercambiador de calor y aislamiento térmico; control MiPro Sense Radio (SRC 720f), vía radio, con control desde smartphone o tablet mediante aplicación para IOS (iPhone e iPad) y Android, regulación de la temperatura de impulsión por curva de calefacción y sonda de temperatura exterior, posibilidad de gestión de una instalación con varios generadores de energía y varios circuitos o zonas de calefacción con módulos adicionales y programación de la climatización mediante esquemas predefinidos utilizando un asistente de configuración; y módulo de conectividad MiGo Link (SR 940f), para control desde smartphone mediante la App MiGo Link y control desde el servicio técnico oficial, de 143x115x26 mm, montaje en pared. Accesorios: acumulador de inercia de 18 l para calefacción; kit de válvulas para la unidad interior; kit hidráulico formado por desacoplador hidráulico y bomba de circulación, para un circuito de calefacción, Kit L10; kit hidráulico con bomba de circulación y válvula mezcladora, para un circuito adicional de calefacción, Kit L11; juego de 2 soportes antivibratorios, de caucho, para la unidad exterior. Totalmente montado, conexionado y puesto en marcha por la empresa instaladora para la comprobación de su correcto funcionamiento.
Incluye: Replanteo de la unidad. Colocación y fijación de la unidad y sus accesorios. Conexionado con las redes de conducción de agua, eléctrica y de recogida de condensados. Puesta en marcha.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,,,,,,,,Total 07.03,1.000,0.00,0.00
,,,,,,,,,,,,
07.04,Capítulo,,Eléctricas,,,,,,,1.000,0.00,0.00
07.04.01,Partida,Ud,Red de toma de tierra para estructura de hormigón del edificio con 58 m de conductor de cobre desnudo de 35 mm².,,,,,,,1.000,0.00,0.00
,,,"Red de toma de tierra para estructura de hormigón del edificio con 58 m de conductor de cobre desnudo de 35 mm².
Incluye: Replanteo. Conexionado del electrodo y la línea de enlace. Montaje del punto de puesta a tierra. Trazado de la línea principal de tierra. Sujeción. Trazado de derivaciones de tierra. Conexionado de las derivaciones. Conexión a masa de la red. Realización de pruebas de servicio.",,,,,,,,,
07.04.02,Partida,Ud,Red de equipotencialidad en cuarto húmedo.,,,,,,,2.000,0.00,0.00
,,,"Red de equipotencialidad en cuarto húmedo.
Incluye: Replanteo. Conexionado del electrodo y la línea de enlace. Montaje del punto de puesta a tierra. Trazado de la línea principal de tierra. Sujeción. Trazado de derivaciones de tierra. Conexionado de las derivaciones. Conexión a masa de la red.",,,,,,,,,
07.04.03,Partida,m,"Suministro e instalación fija en superficie de canalización de tubo de PVC, serie B, de 32 mm de diámetro y 3 mm de espesor. Inc",,,,,,,24.070,0.00,0.00
,,,"Suministro e instalación fija en superficie de canalización de tubo de PVC, serie B, de 32 mm de diámetro y 3 mm de espesor. Incluso accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,11.270,0.000,0.000,11.270,,,
,,Spc0010,,Derivación preinstalación coche electrico,1.0000000000,12.800,0.000,0.000,12.800,,,
,,,,,,,,,Total 07.04.03,24.070,0.00,0.00
,,,,,,,,,,,,
07.04.04,Partida,m,"Suministro e instalación fija en superficie de canalización de tubo de PVC, serie B, de 40 mm de diámetro y 3 mm de espesor. Inc",,,,,,,9.040,0.00,0.00
,,,"Suministro e instalación fija en superficie de canalización de tubo de PVC, serie B, de 40 mm de diámetro y 3 mm de espesor. Incluso accesorios y piezas especiales.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Derivación individual ( (Cuadro de vivienda)),1.0000000000,9.040,0.000,0.000,9.040,,,
,,,,,,,,,Total 07.04.04,9.040,0.00,0.00
,,,,,,,,,,,,
07.04.05,Partida,m,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corru",,,,,,,342.580,0.00,0.00
,,,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corrugado, de color negro, de 16 mm de diámetro nominal, con grado de protección IP545.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,342.580,0.000,0.000,342.580,,,
,,,,,,,,,Total 07.04.05,342.580,0.00,0.00
,,,,,,,,,,,,
07.04.06,Partida,m,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corru",,,,,,,"1,028.840",0.00,0.00
,,,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corrugado, de color negro, de 20 mm de diámetro nominal, con grado de protección IP545.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,876.140,0.000,0.000,876.140,,,
,,Spc0010,,Preinstalación seguridad y cámaras de vigilancia,1.0000000000,152.700,0.000,0.000,152.700,,,
,,,,,,,,,Total 07.04.06,"1,028.840",0.00,0.00
,,,,,,,,,,,,
07.04.07,Partida,m,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corru",,,,,,,10.330,0.00,0.00
,,,"Suministro e instalación empotrada en elemento de construcción de obra de fábrica de canalización de tubo curvable de PVC, corrugado, de color negro, de 25 mm de diámetro nominal, con grado de protección IP545.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,10.330,0.000,0.000,10.330,,,
,,,,,,,,,Total 07.04.07,10.330,0.00,0.00
,,,,,,,,,,,,
07.04.08,Partida,m,"Suministro e instalación en conducto de obra de fábrica (no incluido en este precio) de canalización de tubo curvable, suministr",,,,,,,22.760,0.00,0.00
,,,"Suministro e instalación en conducto de obra de fábrica (no incluido en este precio) de canalización de tubo curvable, suministrado en rollo, de polietileno de doble pared (interior lisa y exterior corrugada), de color naranja, de 40 mm de diámetro nominal, resistencia a la compresión 450 N.
Incluye: Replanteo. Colocación y fijación del tubo.",,,,,,,,,
,,Spc0010,,Derivación individual ( (Cuadro de vivienda)),1.0000000000,10.150,0.000,0.000,10.150,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,12.610,0.000,0.000,12.610,,,
,,,,,,,,,Total 07.04.08,22.760,0.00,0.00
,,,,,,,,,,,,
07.04.09,Partida,m,"Cable unipolar ES07Z1-K (AS), reacción al fuego clase Cca-s1b,d1,a1, con conductor multifilar de cobre clase 5 (-K) de 10 mm² de",,,,,,,57.570,0.00,0.00
,,,"Cable unipolar ES07Z1-K (AS), reacción al fuego clase Cca-s1b,d1,a1, con conductor multifilar de cobre clase 5 (-K) de 10 mm² de sección, con aislamiento de compuesto termoplástico a base de poliolefina libre de halógenos con baja emisión de humos y gases corrosivos (Z1).
Incluye: Tendido del cable. Conexionado.",,,,,,,,,
,,Spc0010,,Derivación individual ( (Cuadro de vivienda)),1.0000000000,57.570,0.000,0.000,57.570,,,
,,,,,,,,,Total 07.04.09,57.570,0.00,0.00
,,,,,,,,,,,,
07.04.10,Partida,m,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre c",,,,,,,"1,211.460",0.00,0.00
,,,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre clase 5 (-K) de 1,5 mm² de sección, con aislamiento de PVC (V).
Incluye: Tendido del cable. Conexionado.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,"1,211.460",0.000,0.000,"1,211.460",,,
,,,,,,,,,Total 07.04.10,"1,211.460",0.00,0.00
,,,,,,,,,,,,
07.04.11,Partida,m,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre c",,,,,,,"2,931.810",0.00,0.00
,,,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre clase 5 (-K) de 2,5 mm² de sección, con aislamiento de PVC (V).
Incluye: Tendido del cable. Conexionado.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,"2,931.810",0.000,0.000,"2,931.810",,,
,,,,,,,,,Total 07.04.11,"2,931.810",0.00,0.00
,,,,,,,,,,,,
07.04.12,Partida,m,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre c",,,,,,,59.850,0.00,0.00
,,,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre clase 5 (-K) de 4 mm² de sección, con aislamiento de PVC (V).
Incluye: Tendido del cable. Conexionado.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,59.850,0.000,0.000,59.850,,,
,,,,,,,,,Total 07.04.12,59.850,0.00,0.00
,,,,,,,,,,,,
07.04.13,Partida,m,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre c",,,,,,,30.990,0.00,0.00
,,,"Cable unipolar H07V-K, siendo su tensión asignada de 450/750 V, reacción al fuego clase Eca, con conductor multifilar de cobre clase 5 (-K) de 6 mm² de sección, con aislamiento de PVC (V).
Incluye: Tendido del cable. Conexionado.",,,,,,,,,
,,Spc0010,,Instalación interior ( (Cuadro de vivienda)),1.0000000000,30.990,0.000,0.000,30.990,,,
,,,,,,,,,Total 07.04.13,30.990,0.00,0.00
,,,,,,,,,,,,
07.04.14,Partida,Ud,"Caja de protección y medida CPM1-S2, de hasta 63 A de intensidad, para 1 contador monofásico, instalada en el interior de hornac",,,,,,,1.000,0.00,0.00
,,,"Caja de protección y medida CPM1-S2, de hasta 63 A de intensidad, para 1 contador monofásico, instalada en el interior de hornacina mural, en vivienda unifamiliar o local.
Incluye: Replanteo de la situación de los conductos y anclajes de la caja. Fijación. Colocación de tubos y piezas especiales. Conexionado.",,,,,,,,,
,,Spc0010,,CPM-1,1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.04.14,1.000,0.00,0.00
,,,,,,,,,,,,
07.04.15,Partida,Ud,Cuadro de vivienda formado por caja de material aislante y los dispositivos de mando y protección.,,,,,,,1.000,0.00,0.00
,,,"Cuadro de vivienda formado por caja de material aislante y los dispositivos de mando y protección.
dejar previsión para circuito de carga de coche electrico.
Incluye: Replanteo. Colocación de la caja para el cuadro. Conexionado. Montaje de los componentes.",,,,,,,,,
,,Spc0010,, (Cuadro de vivienda),1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.04.15,1.000,0.00,0.00
,,,,,,,,,,,,
07.04.16,Partida,Ud,Componentes para la red eléctrica de distribución interior de vivienda: mecanismos jung 990ls blanco,,,,,,,1.000,0.00,0.00
,,,"Componentes para la red eléctrica de distribución interior de vivienda: mecanismos jung 990ls; cajas de empotrar con tornillos de fijación, cajas de derivación con tapas y regletas de conexión.
Incluye: Colocación de cajas de derivación y de empotrar. Colocación de mecanismos.",,,,,,,,,
,,Spc0010,, (Cuadro de vivienda),1.0000000000,0.000,0.000,0.000,1.000,,,
,,,,,,,,,Total 07.04.16,1.000,0.00,0.00
,,,,,,,,,,,,
07.04.17,Partida,m,Canalización para cableado de televisión oculto en trasdosado de yeso laminado,,,,,,,1.500,0.00,0.00
,,,"Canalización de PVC, para ocultación de cableado de televisión en trasdosado de yeso laminado, resistencia a la compresión 750 N, resistencia al impacto 2 julios, con grado de protección IP44. Instalación fija en superficie.
Incluye: Embellecedor pasacables, Replanteo. Colocación y fijación del tubo. 
Totalmente ramatado.",,,,,,,,,
,,Spc0010,,ocultación yeso laminado,1.0000000000,1.50,0.00,0.00,1.50,,,
,,,,,,,,,Total 07.04.17,1.500,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 07.04,1.000,0.00,0.00
,,,,,,,,,,,,
07.05,Capítulo,,Fontanería,,,,,,,1.000,0.00,0.00
07.05.01,Partida,Ud,"Acometida enterrada de abastecimiento de agua potable de 6,69 m de longitud, formada por tubo de polietileno PE 100, de 25 mm de",,,,,,,1.000,0.00,0.00
,,,"Acometida enterrada de abastecimiento de agua potable de 6,69 m de longitud, formada por tubo de polietileno PE 100, de 25 mm de diámetro exterior, PN=16 atm y 2,3 mm de espesor y llave de corte alojada en arqueta prefabricada de polipropileno.
Incluye: Replanteo y trazado de la acometida, coordinado con el resto de instalaciones o elementos que puedan tener interferencias. Rotura del pavimento con compresor. Eliminación de las tierras sueltas del fondo de la excavación. Vertido y compactación del hormigón en formación de solera. Colocación de la arqueta prefabricada. Vertido de la arena en el fondo de la zanja. Colocación de la tubería. Montaje de la llave de corte. Colocación de la tapa. Ejecución del relleno envolvente. Empalme de la acometida con la red general del municipio. Realización de pruebas de servicio.",,,,,,,,,
07.05.02,Partida,Ud,"Alimentación de agua potable, de 9,43 m de longitud, enterrada, formada por tubo de polietileno PE 100, de color negro con banda",,,,,,,1.000,0.00,0.00
,,,"Alimentación de agua potable, de 9,43 m de longitud, enterrada, formada por tubo de polietileno PE 100, de color negro con bandas de color azul, de 25 mm de diámetro exterior y 2,3 mm de espesor, SDR11, PN=16 atm.
Incluye: Replanteo y trazado. Eliminación de las tierras sueltas del fondo de la excavación. Vertido de la arena en el fondo de la zanja. Colocación de la tubería. Ejecución del relleno envolvente. Realización de pruebas de servicio.",,,,,,,,,
,,Spc0010,,Tubería de agua fría,1.0000000000,0.000,0.000,0.000,1.000,,,
